accuracy,loss,val_accuracy,val_loss
0.8896551728248596,0.2765493392944336,0.837837815284729,0.3805710971355438
0.9172413945198059,0.21311956644058228,0.837837815284729,0.3555155098438263
0.9172413945198059,0.25882935523986816,0.837837815284729,0.434504896402359
0.8896551728248596,0.2504575550556183,0.7837837934494019,0.35528212785720825
0.8965517282485962,0.26077914237976074,0.8108108043670654,0.37383079528808594
0.882758617401123,0.25230708718299866,0.837837815284729,0.3755522668361664
0.8965517282485962,0.2490372210741043,0.837837815284729,0.37332889437675476
0.9103448390960693,0.2901005148887634,0.837837815284729,0.46031486988067627
0.9034482836723328,0.21339091658592224,0.8648648858070374,0.3069325387477875
0.9034482836723328,0.24293071031570435,0.837837815284729,0.40210074186325073
0.8965517282485962,0.27253368496894836,0.837837815284729,0.4305938482284546
0.9034482836723328,0.2374853938817978,0.837837815284729,0.3355797529220581
0.882758617401123,0.2450263649225235,0.837837815284729,0.3958330452442169
0.8965517282485962,0.2411443293094635,0.837837815284729,0.3926345705986023
0.9034482836723328,0.2231074571609497,0.8648648858070374,0.31168442964553833
0.9103448390960693,0.23327437043190002,0.837837815284729,0.33862754702568054
0.9379310607910156,0.22612659633159637,0.8648648858070374,0.30442094802856445
0.9241379499435425,0.22045810520648956,0.837837815284729,0.32161468267440796
0.8896551728248596,0.22077715396881104,0.837837815284729,0.333519846200943
0.8965517282485962,0.2376324087381363,0.8648648858070374,0.29248684644699097
0.9034482836723328,0.2197701334953308,0.8648648858070374,0.29921773076057434
0.8965517282485962,0.2262541651725769,0.837837815284729,0.31837427616119385
0.931034505367279,0.20121580362319946,0.837837815284729,0.3529488742351532
0.8965517282485962,0.24159806966781616,0.837837815284729,0.3882744312286377
0.8896551728248596,0.22767646610736847,0.8648648858070374,0.28510111570358276
0.9241379499435425,0.1759415715932846,0.837837815284729,0.3378434181213379
0.9448275566101074,0.20114168524742126,0.8648648858070374,0.30445143580436707
0.9103448390960693,0.20554257929325104,0.8648648858070374,0.28928136825561523
0.9586206674575806,0.17570731043815613,0.837837815284729,0.3324953019618988
0.8758620619773865,0.23289816081523895,0.8648648858070374,0.2876264750957489
0.9034482836723328,0.224619060754776,0.837837815284729,0.28663742542266846
0.9241379499435425,0.22423096001148224,0.837837815284729,0.2859647572040558
0.9241379499435425,0.2047182321548462,0.8648648858070374,0.27399834990501404
0.9103448390960693,0.21437688171863556,0.8648648858070374,0.3016430735588074
0.8551723957061768,0.34359797835350037,0.8918918967247009,0.2830420434474945
0.9034482836723328,0.2105453759431839,0.8108108043670654,0.5425500273704529
0.8896551728248596,0.24440844357013702,0.8648648858070374,0.30665141344070435
0.9034482836723328,0.22693870961666107,0.8648648858070374,0.3059706389904022
0.9103448390960693,0.21125754714012146,0.8648648858070374,0.3027491569519043
0.9103448390960693,0.19679337739944458,0.837837815284729,0.3236720561981201
0.9586206674575806,0.16767944395542145,0.8108108043670654,0.33872002363204956
0.8965517282485962,0.251189261674881,0.837837815284729,0.29745787382125854
0.9103448390960693,0.21335545182228088,0.837837815284729,0.32218390703201294
0.8965517282485962,0.20017319917678833,0.837837815284729,0.2866114675998688
0.9379310607910156,0.16311553120613098,0.837837815284729,0.28122568130493164
0.9034482836723328,0.20558544993400574,0.8648648858070374,0.2740338444709778
0.951724112033844,0.15848402678966522,0.837837815284729,0.3094392716884613
0.931034505367279,0.20007595419883728,0.8918918967247009,0.2691357433795929
0.8137931227684021,0.3671375811100006,0.8918918967247009,0.28251731395721436
0.9379310607910156,0.20586219429969788,0.837837815284729,0.4062550663948059
0.9103448390960693,0.18493697047233582,0.8648648858070374,0.29549968242645264
0.931034505367279,0.23213519155979156,0.8648648858070374,0.2785625755786896
0.9034482836723328,0.18960361182689667,0.837837815284729,0.3792811632156372
0.8551723957061768,0.36645931005477905,0.8108108043670654,0.47045862674713135
0.9034482836723328,0.21952635049819946,0.9189189076423645,0.3030218183994293
0.9034482836723328,0.23008880019187927,0.8648648858070374,0.3009514808654785
0.9241379499435425,0.1903892457485199,0.837837815284729,0.3151070773601532
0.9379310607910156,0.1900128573179245,0.8648648858070374,0.29257532954216003
0.9172413945198059,0.19873112440109253,0.837837815284729,0.3343521058559418
0.9379310607910156,0.16440248489379883,0.8918918967247009,0.285540908575058
0.9448275566101074,0.19992627203464508,0.8648648858070374,0.2897030711174011
0.9379310607910156,0.17836149036884308,0.8648648858070374,0.29949307441711426
0.9241379499435425,0.17689110338687897,0.8648648858070374,0.29225584864616394
